Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2023/10/26,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22959.9946,23838.4226,25319.57668,26499.71603,27533.55613,27984.20528,29078.07449,30076.64677,32531.8922,34422.90425,35713.45273,34791.96006,35771.72434,37424.96518,37798.67021,38986.45899,39951.17356,41039.41254,43534.51092,45614.44312,47533.8001,50332.90185,48255.56951,51356.78308,56494.23591
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1499.976262,1499.547568,1462.741022,1581.029662,1598.41844,1523.315025,1523.883998,1573.082096,1578.938333,1618.849107,1449.063525,1476.515248,1496.076779,1628.750509,,,,,,,,,,,
Spain,ESP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19097.06341,19954.29022,21588.42375,22953.57157,24371.59885,25047.39727,26143.76871,27606.93405,30718.21884,32473.65389,33263.2724,32092.72206,31681.10055,31867.97324,31720.27382,32444.46119,33540.35717,34919.38725,37305.62915,39550.18908,40716.68076,43108.7687,37988.02953,40662.00988,45825.19563
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8450.771682,8412.066776,9423.120101,10316.24992,11663.2715,13133.22958,14536.43575,16634.89274,19344.05183,22198.01674,22802.34218,20478.09003,21618.35695,24557.23615,25996.04678,27464.51868,28945.46533,29175.92593,31312.7523,33821.93291,36410.12209,39007.16596,39441.84908,43476.85423,46697.35974
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,437.3384699,452.4844762,476.5284642,512.5207813,513.1203167,497.2756238,563.5085621,631.6731706,701.6004987,780.532557,856.6597788,912.1083594,1010.022027,1114.045972,1191.440622,1261.1133,1488.625755,1630.877462,1848.661116,1987.968754,2117.159362,2274.185566,2379.447888,2559.097324,2811.581744
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19968.47707,20745.12402,22078.09393,23172.37911,24186.9259,24707.38192,25863.60621,26814.07343,29122.92507,31036.14491,32492.11277,31816.18424,32866.38587,34494.4906,34966.02491,36064.99227,37063.67111,38221.66836,40552.27713,42663.20205,44649.74553,47494.65444,45904.36278,49024.39947,54248.60751
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2478.159795,2509.227561,2661.698313,2780.58456,2800.393363,2742.676317,3129.458631,3351.604682,3602.810227,3852.811349,4029.82978,3984.293276,4151.638436,4177.837106,4391.182185,4584.760224,4593.392501,4391.36357,4440.545922,4580.853312,4727.5605,4823.534163,4581.899412,4761.670992,4932.191957
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,23577.49295,24767.28067,26789.87867,27801.0248,28605.12232,29052.96517,31201.92731,32051.794,34452.89974,37843.11705,40083.69727,37972.65126,38954.48226,40916.83858,40873.09533,41493.14165,41757.40219,42497.70498,44934.44821,47570.13358,49579.331,51811.55737,52305.28931,54706.44597,59026.70734
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5237.394111,5712.093443,5679.520947,5861.59028,6081.483697,6202.114052,6641.237026,6832.567839,7107.580991,7176.09575,7339.13894,7246.212855,7518.393297,7854.566626,8393.260798,9036.768351,10738.26635,11755.08613,11999.67769,12822.01361,13631.17519,13802.93516,11581.22331,11430.94841,14125.29575
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,23357.45829,24304.40453,26091.84974,27490.86726,28518.82522,28168.6181,29055.35275,30494.21411,32462.96007,34122.70727,35092.69431,34676.36399,35899.40194,37439.23314,37677.72679,39521.69698,40144.02683,40849.99738,42924.61363,44577.06457,46537.47404,50500.96076,48134.95979,51363.72038,55492.56555
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2175.046104,2233.347279,2390.704776,2492.222614,2543.909693,2639.305783,2635.329051,2785.915483,2886.173391,2930.173965,2936.645552,3010.930208,3124.070887,3281.543351,3270.064339,3193.75913,3166.362211,3332.464763,3381.858244,3522.349367,3598.403014,3691.015088,3649.347298,3658.28144,3855.099602
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15160.58334,13651.86927,13352.07722,13585.23563,13402.50278,13602.07364,13679.33757,14076.1963,13688.58221,14448.89441,13792.03,13448.29955,14084.53803,14863.46234,14628.61588,14437.75973,14721.90115,14113.82767,13749.83255,14478.13031,14597.14731,15092.0306,14682.06377,15243.71819,16470.58354
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,23707.95423,24514.67863,26541.00882,27892.86138,29090.90922,30349.70269,32073.74911,32747.04985,34751.67375,35546.26471,36771.00799,35094.36471,36578.93121,37260.67197,38332.48151,39975.1903,41285.0644,42597.68296,44255.11207,46104.0554,47202.19961,49288.69311,45872.02729,50056.26629,54602.54438
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2742.305824,2920.209842,3100.988403,3375.179089,3647.998924,4159.376204,4546.583845,5171.57736,5866.588877,6818.50985,7139.012454,6984.247646,7564.892257,8360.297207,9826.052753,10611.77412,11575.54721,12089.16941,12858.4834,13589.70739,14596.06929,15624.97002,14748.63211,17088.88105,20113.37724
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2163.409733,2235.238566,2311.547835,2393.651127,2471.482223,2580.312748,2724.268096,2897.367514,3095.145404,3231.662607,3503.709454,3604.432313,3839.885758,4362.592882,4877.582214,5118.242139,5376.308829,5021.788687,4811.572816,4929.567954,5248.46349,5572.669189,5558.356264,5997.557665,6498.385727
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1142.61071,1176.05102,1208.833679,1264.789472,1330.042083,1342.784671,1381.368728,1438.63838,1470.030477,1576.122036,1632.940052,1585.791515,1641.250106,1726.182307,1772.704931,1784.690499,1775.501628,1789.018453,2045.094368,2383.578867,2531.140575,2653.082556,2749.983505,2913.509484,3187.019343
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1595.494692,1671.837542,1752.253256,1841.950851,1759.005275,1863.056188,1989.54837,1945.583605,1935.12031,1985.716993,2084.664897,2169.269373,2254.050604,2049.349001,2033.281001,1960.584941,1874.262665,1913.415347,1918.697016,1927.039942,2060.974632,2171.664617,2157.035033,2291.404286,2509.829512
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,983.9959061,989.3768296,1045.577118,1069.483057,1051.779906,1054.060374,1086.352766,1140.526245,1173.626676,1213.371301,1243.797325,1261.097036,1301.004359,1398.117143,1316.16757,1324.608211,1338.015633,1551.034122,1697.129045,1872.309281,1896.406983,1970.71281,1904.658634,2020.854866,2190.439234
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5378.460744,6589.357146,7617.720584,12119.46637,14024.49044,15563.06278,21074.61661,24249.87047,25714.15635,29052.49128,33261.8694,32341.28341,28424.51936,29556.1131,32457.55078,30083.8921,29197.69173,20858.09644,17771.5628,19617.84471,18192.04991,16929.14277,15980.00074,16151.32598,17396.01797
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18034.21348,18464.73208,19519.95681,20958.79401,22615.93561,23897.82661,25460.59937,25577.52411,28547.29656,29323.97973,30856.01184,30359.45115,27911.69743,25671.51609,24911.11963,25986.65032,26625.06181,26760.3633,27511.80102,28604.86094,29617.54834,31155.90712,28416.5239,31294.80029,36834.87109
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6356.121654,6850.156545,7306.115958,7285.341369,7632.349357,8479.681512,8589.637125,9967.958141,9799.746305,10610.43005,10843.31622,10121.74045,10120.42616,10330.08298,10348.99851,10995.56926,12039.11205,13036.56082,13810.38775,14870.03149,15772.04804,16046.90915,13913.53161,15104.46454,16987.12842
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4474.145231,4601.413727,4758.248081,4860.75067,5009.586478,5126.233469,5314.815602,5544.676707,5900.851227,6318.320288,6524.609737,6474.796935,6618.916031,6910.876502,7204.732938,7446.588009,7758.49317,8194.440681,8221.746427,8322.21681,8672.717782,9040.834113,8859.01174,9850.904667,10818.17172
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5623.020946,5860.857441,5903.819779,6168.281133,6331.085303,6413.202937,6689.525608,6771.061588,7351.019766,8112.345461,8439.50566,8834.223432,9351.787923,10092.08249,10640.67256,11198.16014,11130.49447,11382.24238,11479.46201,12193.62168,12671.70299,13364.22157,19462.93436,24193.52752,40641.78734
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,24900.32881,25901.3654,27537.9803,28458.83705,29386.31318,30414.81434,32148.35776,33727.78276,35937.93546,37726.13574,38737.08076,37683.86745,39130.53388,40796.42117,41947.77026,43298.67637,44435.31426,45202.98736,46515.31837,48418.7849,50448.35878,52371.23683,50952.57877,55232.52556,60620.87664
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25114.40621,25858.56119,28221.06194,28805.62754,29607.82332,31176.4065,34528.14236,38075.1671,41741.36012,45250.20755,46818.47458,45861.01853,49190.5961,52277.46644,52234.59232,53691.83748,54781.64716,56408.93627,57225.09,59842.213,62523.13559,62119.40193,59022.83555,66248.81277,69049.43654
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2442.302457,2394.421072,2556.419304,2614.067537,2683.047286,2788.131725,2966.63093,3167.059951,3398.067692,3622.036167,3763.50326,3617.158904,3719.19615,3863.651341,3963.015777,4067.289315,4368.555682,4729.153322,5043.871489,5447.698792,5694.958543,5851.742458,5309.790178,6148.664464,6741.096947
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1271.168211,1294.84764,1327.997728,1376.295304,1402.987516,1447.326564,1526.149095,1616.598274,1715.495827,1808.422264,1893.555822,1921.092074,2006.943096,2078.07303,2070.766959,2155.444384,2293.222204,2338.091899,2423.668883,2497.126537,2586.638018,2670.781008,2636.692455,2781.359328,3032.444267
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9887.481031,9939.949509,10669.43175,11650.43368,12774.82647,13697.30864,14694.4507,15455.11907,17611.9919,19527.41456,20978.49098,20227.39897,20048.34854,21094.04022,21463.73225,22134.72959,22360.96467,23338.2174,25260.2009,27206.93571,28909.41656,31588.02672,29690.15368,34721.87268,40379.57244
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2136.171335,2184.859637,2213.014882,2214.977545,2233.840707,2316.906432,2308.649266,2413.682641,2489.979042,2633.706635,2711.12747,2843.085089,2683.688662,2846.881182,2801.350402,2992.430351,3005.800422,2938.044758,3138.541125,3200.042183,3286.586198,3244.292031,3136.849494,3179.257956,3305.075955
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10398.34357,10873.24786,11855.46471,13210.45771,14526.38826,15479.02673,16268.93885,17108.34058,18382.55855,19096.70547,20721.50241,20722.88699,21741.54584,23029.44718,23267.44839,24547.98053,25691.52726,26798.85417,27941.92686,29496.16368,31908.86345,34645.56538,34169.92228,36773.31403,41906.65557
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4004.288515,4163.534937,4456.588964,4675.37898,4906.570759,5240.353603,5742.121365,6286.099127,7017.866185,7764.196125,8377.827147,8615.243738,9297.921,10013.98251,10610.9176,11087.4412,11401.29087,11486.54929,11899.29327,12526.48115,13351.0571,13993.49568,13809.22794,15336.34575,17027.55919
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3498.043283,3626.375257,3864.815487,4044.907256,4234.11286,4505.562019,4917.436339,5362.418794,5951.58671,6548.446781,7032.680469,7219.803203,7754.431318,8309.742055,8764.219705,9144.710378,9409.855747,9478.643616,9790.748362,10264.05239,10899.16571,11384.66271,11207.6403,12361.15389,13662.2889
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1649.163553,1686.88198,1753.637652,1824.479522,1897.586807,1986.087049,2125.502143,2274.825962,2433.453214,2590.298283,2709.224544,2792.696118,2924.169465,3046.703479,3128.691093,3278.211657,3459.319148,3544.217077,3631.506797,3736.895631,3920.030145,4065.061196,4021.142928,4277.794992,4682.921408
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2363.192849,2393.578905,2475.231049,2567.566239,2701.925941,2834.781904,3058.053902,3269.132374,3485.673609,3693.524511,3814.388508,3946.338907,4099.398731,4262.691029,4342.067358,4521.125922,4741.036653,4826.708567,4830.504369,4909.8609,5136.339265,5268.677525,5161.703646,5566.059537,6113.121683
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4396.787351,4427.113458,4681.91945,4892.352515,5121.33454,5399.32871,5749.521451,6188.855532,6643.880722,7161.810728,7638.009575,7941.166333,8430.615417,9022.72138,9645.149197,10009.0107,10233.98527,10219.17641,10482.699,10941.92095,11671.43233,12360.69174,12160.71676,13086.39242,14652.92828
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1296.497067,1337.573593,1395.768828,1454.545181,1496.401439,1563.309181,1660.624749,1779.312215,1909.468223,2040.939263,2158.731049,2216.77609,2336.203808,2437.503987,2521.199174,2656.448384,2819.478379,2906.157746,3040.308089,3162.488977,3326.729312,3481.662327,3471.510198,3655.887476,3992.648008
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1847.256696,2001.634107,2087.224776,2197.109404,2275.441506,2459.953916,2680.898081,2936.560443,3221.697778,3510.388774,3636.060371,3892.530031,4215.580828,4467.466655,4827.945973,5016.928746,5187.255759,5412.336239,5778.269614,6112.06665,6590.882301,6897.770038,6517.761388,7367.994665,8379.062487
Not classified,INX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25093.0949,27041.34742,30211.48222,32573.5306,35222.02872,36284.92798,38733.58417,40466.23435,44229.52458,46779.39635,44169.09434,41471.4941,43208.24453,45085.39009,46388.57961,47842.99409,51137.97697,69074.96762,71537.58187,77968.62985,84708.25092,89716.1637,93942.60575,106570.3984,126905.1985
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10027.88868,10209.83708,10871.13341,11188.9895,12162.41857,13349.50528,14073.07565,14738.15224,15707.85852,17196.28961,17330.67303,17379.40321,18348.51528,18981.2308,16757.19207,15939.68053,15704.91642,13828.43857,14661.83944,15163.29231,14980.63479,14681.68732,15240.77291,16557.04618,18075.05497
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7896.674287,9112.657586,10538.5354,10622.1277,9590.305474,6008.405549,9194.798483,9359.558954,10120.16251,10680.06189,11555.74417,11597.83401,12098.90311,12825.63742,14279.26515,14517.48261,13005.7538,9198.737829,8920.041235,9976.854942,10235.33636,10736.12226,9343.734411,9695.626465,10861.82189
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28721.78103,29557.54183,29784.83655,31882.1464,32607.10588,32700.89216,35616.40379,37322.73993,39697.76312,41468.67398,43728.11406,41864.61935,39773.26353,40936.86783,42004.44761,44409.66895,45996.96875,49201.0641,53480.39719,55638.49206,57197.76762,59608.04786,54303.90417,58195.36309,69081.26167
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22828.27867,23319.96677,25688.08234,25740.79456,26044.74349,24648.27091,26056.3453,25625.03904,26336.42822,28175.20726,27994.90107,27903.11705,29298.96195,31161.72418,32322.69352,34740.40169,34740.31091,35864.273,38208.35624,39448.13915,40231.90526,40937.00956,40219.26852,44064.5638,49509.12899
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25021.65968,25602.38947,27077.63273,28039.09289,28736.57711,29198.39927,29554.86256,30130.64446,32451.49348,34145.54606,35523.27131,34603.25586,35156.66839,36598.01497,36486.29679,36314.6971,36194.87392,36899.38521,39926.95466,41581.12079,43036.24378,45799.77225,43144.40642,46705.01791,51864.97774
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6187.579073,6292.395288,6451.899649,6652.370572,6857.452873,7214.214656,7469.314226,7735.114232,8165.919733,8470.290267,8530.609009,8178.963348,8122.350005,8396.881317,8431.375117,8703.54096,8823.114362,9095.919824,9533.839562,9984.577117,10405.03397,10678.84167,9724.163469,10601.17382,11821.58495
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5610.955786,5756.493028,6008.923974,6333.894482,6659.910168,6915.90387,7520.004934,8171.836442,8510.710973,8874.170313,9464.339703,9785.721106,9912.172408,10133.77152,10308.04395,10320.79788,9457.596728,9237.718184,9056.909866,9629.102997,9814.924305,9939.037003,9698.43367,10155.42499,11003.12452
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25509.8996,25735.97109,27287.27019,27942.34665,28623.58845,29392.24899,30830.65845,32169.86749,33634.63171,35015.98657,35273.79115,33547.28342,35335.37351,36214.43977,37605.97426,39402.0251,39555.41201,40898.80697,40596.96866,41444.21574,42141.9353,42270.96279,41683.91558,42833.85133,45572.72382
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6523.298279,6859.037588,7725.002523,8980.674385,10014.05069,11123.89013,12432.36623,13941.50088,15742.06403,17406.16112,17985.38574,17958.31266,19227.1844,20779.44425,22032.17454,24504.76609,24726.47287,23224.11784,23818.82483,24862.96612,26158.44577,27469.4151,26782.10018,28811.87883,30809.87943
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1878.673128,1895.228033,1893.76402,1949.66935,1931.39493,1967.994184,2061.41531,2185.602662,2328.560704,2480.651588,2459.727742,2482.750986,2639.634774,2758.24151,2870.680261,3147.949284,3421.245961,3763.763686,4025.841747,4312.908917,4572.149937,4796.354095,4749.276967,5236.612163,5763.910092
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1686.936746,1747.092619,1861.621661,1985.930219,1998.107104,2158.041983,2343.15794,2385.338014,2508.128874,2769.433362,3030.752903,3100.556976,3085.990191,3297.366837,3618.149726,4042.893053,4281.824074,4214.829509,4681.174733,5046.691535,5256.555894,5481.38014,4990.928369,5444.226299,6132.514721
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,870.339453,975.5210426,1077.41477,1170.276239,1244.16096,1352.309266,1505.284011,1727.637369,1938.931468,2156.770173,2306.693651,2288.718256,2418.836055,2605.489544,2867.537377,3051.001466,3198.673549,3411.577267,3708.369109,3972.724164,4319.01589,4653.630366,4515.709506,4805.080743,5349.463794
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1425.840384,1399.484532,1494.327548,1477.169517,1525.516783,1554.829981,1539.183515,1633.128285,1650.425876,1697.050456,1661.369986,1653.162893,1623.667104,1657.817006,1747.778217,1824.712697,1811.689674,1980.668736,1960.613473,1970.825881,2088.458928,2046.81068,2003.323401,2215.729789,2364.726563
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13247.98914,13683.19381,15183.0774,16154.19613,16530.41955,16135.38047,17175.53803,19377.89555,20539.63271,21157.7732,23902.37003,23178.76256,23409.71618,24191.56901,23159.65436,24317.38062,26463.36256,26571.1021,27952.8489,29333.59837,30670.60251,32517.69914,28196.74404,29226.34054,34051.88203
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14974.65957,16807.12948,18538.83553,19724.42595,21396.83775,22095.87083,23773.82865,25186.86757,26884.26733,29064.91808,29946.07749,29508.38151,31736.62844,32546.75365,33557.12872,34244.31214,35324.49767,37902.4004,39575.45428,40957.41806,43044.29176,43410.3022,44694.7337,46875.29098,50069.82339
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,59149.12125,57093.332,59312.09372,59045.26976,60092.76112,70043.63501,77375.44305,85033.20517,89139.78191,91484.73035,90355.24368,80128.44922,75193.7119,78780.72849,81564.6333,75486.71538,68766.26849,46346.70359,43678.51632,50007.29954,50119.62476,49321.47237,46382.89974,50375.38156,58056.23269
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8060.980722,8083.387314,8445.881204,8541.50599,8630.034675,8908.563609,9515.622943,10088.90287,10874.13928,11633.25891,12265.93582,12085.60081,12909.98474,13750.25128,14003.30149,14468.9458,14777.48477,14548.93981,14766.7473,15367.63383,15797.50761,15979.06853,15015.20643,16460.30062,18212.81813
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1576.958876,1686.09558,1793.783279,1908.464249,2021.288797,2154.35086,2320.560669,2526.295551,2784.178246,3028.391352,3276.725191,3491.586041,3778.153906,4106.342233,4793.832899,5241.846002,5828.375007,6126.440613,6798.360308,7211.259089,7727.752551,8172.577923,8198.836474,8658.809039,9384.265695
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7865.381474,7801.31174,7952.956237,8312.480848,8618.182587,8954.791525,9659.287463,10079.38341,10379.65849,11435.26843,12508.68577,13698.93403,14835.37258,15125.82295,15840.89578,15584.62399,14985.5237,15379.59978,16588.08663,17808.07689,18368.79812,17913.88484,14563.77053,14330.51563,
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,976.243155,997.6095409,1024.164077,723.7371555,753.5311008,782.1647036,823.4873833,881.1619143,923.7983727,948.6200975,989.4691765,1050.725084,1149.993616,1331.334534,1367.668463,1272.596565,1393.543985,1533.411238,1558.316835,1517.372933,1461.341447,1570.47438,1724.997855
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,20391.95156,21215.23016,20821.52394,20441.85823,22974.88456,24016.25062,26995.69396,28965.95709,30960.40712,30839.5002,29056.50614,30257.01128,16091.43599,29393.27694,24136.07055,20809.59303,22163.1408,21871.7681,24212.91093,26352.83312,23491.20006,16495.99022,22371.38078,23374.989
St. Lucia,LCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8839.98815,9122.491706,9260.916821,9084.522035,9195.531638,9702.073082,10608.97328,10821.18572,11769.02993,12214.66204,12983.07106,12613.45078,12713.78688,13444.3468,13288.89294,13725.18512,13989.34116,13815.47148,14584.41111,15247.40646,15998.23475,16116.41672,12303.54217,14395.64049,17755.96518
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8310.442296,8309.213737,8682.038174,8815.286892,8856.497892,9093.860819,9788.394672,10413.06358,11297.05819,12103.77744,12720.56258,12509.92852,13301.40245,14174.64209,14467.77156,14954.24829,15278.56001,15073.04439,15323.40536,15960.17334,16441.43261,16666.41624,15685.8358,17254.64091,19096.59087
Least developed countries: UN classification,LDC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1178.312292,1215.640306,1268.085545,1334.569394,1385.486058,1450.058547,1546.646038,1673.173611,1803.043019,1944.153347,2063.081202,2117.692291,2224.952594,2304.913338,2366.805759,2485.536766,2639.155324,2695.458136,2812.430381,2925.169406,3070.612065,3216.299373,3216.502433,3352.661742,3679.685531
Low income,LIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,928.7817232,948.1838229,977.4567261,1026.596578,1052.580696,1094.013219,1157.846787,1237.937524,1315.665759,1396.213587,1461.557464,1483.865721,1562.767891,1570.204027,1485.832947,1553.696099,1681.72754,1744.31634,1839.704791,1880.076248,1944.093609,2009.451961,1995.123395,2067.927826,2244.965676
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3959.264322,4163.142899,4487.442413,4483.270409,4686.491566,5012.386524,5375.052599,5834.70903,6411.820695,6959.844283,7438.70424,7676.830282,8316.305196,9140.504317,10319.39616,10952.89285,11452.47372,11998.20251,12921.05497,13544.51899,14083.68639,14217.46866,13664.22666,14621.51634,14405.41595
Lower middle income,LMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2489.284626,2603.528936,2729.776618,2856.782245,2986.537277,3192.152668,3441.323372,3706.194673,4009.694455,4336.681876,4512.431893,4672.768866,4960.974219,5210.218001,5467.930221,5656.172462,5809.727169,5912.709528,6175.298448,6468.336365,6856.615294,7135.349574,6910.783899,7572.334707,8416.180541
Low & middle income,LMY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3357.073363,3488.036535,3721.794168,3896.131726,4085.828993,4359.431122,4752.622289,5189.117799,5753.857789,6329.422236,6796.58956,6989.130144,7516.736159,8054.74335,8500.902548,8877.824353,9134.977575,9193.09401,9489.444218,9941.058284,10555.66976,11014.20972,10842.54043,11963.03772,13213.67289
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1186.816259,1204.053122,1276.244824,1350.906792,1383.233244,1478.182847,1549.495672,1660.132688,1784.330617,1902.86333,2034.604158,2007.691616,2124.464058,2252.046742,2264.283614,2506.947367,2734.859882,2990.952647,2894.83384,2571.694113,2562.183577,2556.02101,2413.078683,2530.067165,2694.546616
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4198.440619,4408.11731,4791.125889,5115.503454,5488.665304,5969.126956,6588.703246,7297.201941,8307.426072,9341.68544,10280.7456,10666.07421,11600.53824,12674.1414,13521.32101,14237.73439,14721.70442,14749.1286,15205.47907,16041.07087,17286.99981,18337.77052,18504.47149,20656.30951,22814.23199
