Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2023/10/26,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Lithuania,LTU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7762.915705,7820.701013,8447.021187,9437.514839,10480.6961,12068.24169,13030.51777,14510.59678,16481.41278,19096.7123,20721.0132,18117.65662,20096.64685,22884.92623,24703.68582,26721.57967,28184.47233,28834.42768,30925.17085,33761.87124,36376.52788,39957.60697,40176.46004,43796.78401,48396.69354
Luxembourg,LUX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,44268.50803,49844.67696,55127.92618,56136.00636,58575.67927,60199.53877,64692.93712,68787.85475,78873.38131,85120.68792,90970.7212,86876.71964,90357.09752,94475.03023,96636.42664,100925.012,105296.2846,107859.686,113365.1761,114985.8422,116498.5121,119541.7584,120010.2083,131511.0202,142213.8517
Latvia,LVA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7068.535399,7405.827073,8040.575903,9045.954116,10081.19186,11061.46914,12278.73858,13913.85175,15857.01253,18238.60776,19573.15539,17024.63697,17706.78544,19248.53524,21290.45959,22639.06834,23815.80006,24972.78609,26721.7262,28673.5634,30877.04193,32927.79512,33018.62417,35018.45211,39956.19048
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,33309.32289,32459.38637,34583.99323,35785.92078,38654.11262,42781.08364,54108.00401,58695.48911,66798.09536,76482.28986,78504.62049,77954.20536,96182.04004,116537.5378,129705.1215,149421.5927,149325.1718,113813.739,112351.2772,122977.509,131525.0315,128031.1535,58248.35695,71500.77649,55344.47879
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3717.62793,3780.349854,3912.095703,4251.728027,4420.754883,4726.597656,5010.852051,5261.407715,5768.400391,6047.793457,6429.329102,6625.4375,6847.389648,7275.17041,7280.837891,7483.098145,7149.036133,7669.945313,7693.057129,7921.619141,8266.143555,8566.116211,7968.674316,8892.104492,9518.706055
Monaco,MCO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2964.397329,2909.481652,3044.295217,3310.161637,3632.370266,3959.661396,4377.654503,4865.37378,5270.871478,5588.652679,6151.813552,5827.12212,6322.158231,6832.941564,7277.256326,8283.882207,8724.06965,9312.734586,10487.63855,11464.01815,12434.64847,13318.80593,12512.60037,15009.60658,15238.14821
Madagascar,MDG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1179.832198,1214.463598,1258.486875,1323.539672,1143.025798,1242.643909,1304.338315,1368.618453,1444.122595,1522.628123,1608.48065,1509.961524,1494.130237,1506.468,1489.631498,1494.685371,1515.5983,1508.442706,1568.389357,1548.156425,1594.761492,1652.713347,1516.654232,1635.740148,1774.068709
Maldives,MDV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7541.83959,7994.451508,8357.876591,8071.518951,8643.911104,9859.794908,10560.93286,9311.584272,11821.05118,12645.64722,13618.21594,12272.0064,12859.8353,13761.92766,14033.12811,15322.19699,16694.58606,17512.96413,18225.96857,18973.56896,20265.24064,21446.98884,14171.00128,20706.63211,24771.72294
Middle East & North Africa,MEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10421.93645,10567.24716,11302.32399,11506.1411,11671.90535,12222.85644,13293.91572,14041.34917,14913.3015,15731.98849,16329.31139,16156.80943,16792.14318,17460.9017,18012.61133,17858.52031,17542.52925,15868.11788,15659.03902,16391.52562,16808.97996,16988.0456,16422.51853,17648.7314,19676.62933
Mexico,MEX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10315.05849,10573.55897,11205.78595,11237.2898,11272.58085,11561.3868,12157.19144,12725.19759,13899.91986,14411.74519,15078.68781,14732.94074,15466.57032,16743.85518,17388.03521,17601.49018,18299.95519,18561.72076,19612.14849,20032.40861,20448.92162,20224.29089,18522.00217,19578.40381,21512.26954
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2246.279466,2221.348859,2285.874845,2488.252783,2617.587921,2626.261448,2735.471542,2876.45061,2978.28098,3172.47284,2998.403581,3141.486304,3362.712811,3450.782018,3520.937393,3775.970034,3873.881115,4076.827692,4294.662935,4635.01719,5074.341698,5886.667629,6030.970261,6578.729436,7227.858936
Middle income,MIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3554.353028,3697.030648,3950.153718,4138.121493,4345.740287,4644.028103,5070.794282,5544.474393,6159.907559,6788.63571,7301.479477,7518.854074,8099.050833,8698.855807,9207.40191,9625.059359,9906.363083,9975.368175,10305.80272,10814.37561,11503.62776,12023.39758,11853.1896,13112.53049,14513.17177
North Macedonia,MKD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5448.324692,5724.447332,6152.640084,6050.867161,6395.226348,6595.776842,7172.06358,7848.882967,8688.95708,9351.977352,10521.89361,11010.61134,11360.93945,11689.93585,11915.65855,12727.32045,13434.84875,13888.30114,15137.93452,15706.4827,16796.38792,18007.18476,17324.85624,18344.31005,20161.75091
Mali,MLI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1066.189184,1111.812476,1103.743264,1263.397245,1282.120839,1381.625913,1394.539676,1482.437505,1547.418173,1591.33496,1644.359014,1678.881691,1732.130848,1766.843104,1706.679102,1753.879778,1847.910072,1957.003495,2103.008648,2153.845638,2238.118108,2313.159094,2242.791702,2340.019199,2517.147263
Malta,MLT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15049.53572,16052.83037,19503.01249,19721.59557,20577.86464,21087.71449,21610.93149,22275.66118,23317.61434,25062.06825,26523.46999,26650.88131,28722.44772,28973.28956,30243.9832,32295.671,34344.0922,37455.12315,39705.64187,43508.78326,45557.7168,49221.34123,44925.83118,49974.77515,55927.85938
Myanmar,MMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,684.5910064,744.3107209,846.3641425,963.2530137,1081.810815,1234.626176,1428.782719,1659.971139,1924.228498,2206.869227,2483.725489,2743.731166,3033.085185,3301.955191,3631.575333,3872.500709,4104.83876,4200.876849,4120.737169,4312.947389,4665.816837,5034.362972,5224.199055,4449.833898,4870.021499
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6475.105567,6751.764651,7207.158299,7426.982282,7658.19497,7825.570359,8506.891917,8972.503948,9540.486624,10206.95102,10554.26038,10661.57127,11131.95849,11140.91893,11354.18786,11199.76649,10855.8349,10206.56834,10270.84733,10710.93775,10971.41729,11100.95842,10814.76683,11627.24311,12764.03822
Montenegro,MNE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,6002.605959,6771.370562,7100.324632,7341.204648,7842.347764,8313.63308,10457.22981,12460.73735,13816.56272,13022.87905,13635.88673,14472.48241,13863.88366,14870.1458,15371.20421,16332.84202,18199.30712,19682.29415,21513.42634,23792.43141,20510.82531,23440.48047,26984.0689
Mongolia,MNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3434.314617,3555.144439,3643.610538,3802.166584,4008.493374,4335.971196,4883.732579,5357.262066,5944.022326,6667.241007,7320.552883,7184.470916,7631.145921,8998.687722,10346.01488,10685.71693,11198.3214,10769.25436,10832.48254,11431.49802,12342.03802,12986.37747,12320.27933,12875.62538,14230.23355
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,426.6281913,471.6941829,476.2459162,532.2888017,575.8237473,611.4916224,660.1475357,707.5342894,779.8218903,840.7264304,895.7680755,933.218042,978.0725336,1041.454052,1051.382911,1098.261811,1149.878037,1300.828948,1370.244908,1287.234867,1323.979672,1339.688854,1302.513708,1353.686083,1467.769766
Mauritania,MRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3032.380124,3102.776474,2964.592889,2934.392595,2957.18038,3155.55428,3320.771149,3637.09047,4337.520445,4266.91766,4227.345309,4144.174364,4181.977577,4314.773195,4344.632168,4570.492347,4393.08554,4306.676799,4829.604325,5259.065063,5496.247467,5739.147192,5612.553809,5856.628636,6424.116895
Mauritius,MUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8117.612309,8340.238581,9138.577107,9581.278198,9819.339812,10529.97923,11210.31537,11697.89933,12586.73424,13605.10319,14560.24865,15099.20314,15911.6331,16877.46517,17191.91009,18102.92014,18874.82078,19743.6253,21308.6853,22143.82655,23571.89416,24680.5578,21352.39669,23064.34574,26905.91862
Malawi,MWI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,946.2841092,967.0532704,981.6990038,931.5262556,938.8032371,986.5483575,1040.117478,1077.896281,1131.218037,1237.735946,1319.334201,1397.176711,1468.095208,1528.11656,1486.909319,1594.533998,1552.274681,1457.139406,1475.119612,1454.777492,1513.967035,1582.070725,1573.039483,1645.403715,1732.030343
Malaysia,MYS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11447.56877,12013.97315,13038.53479,13061.26049,13632.53502,14351.41497,15367.4434,16314.30914,17364.50238,18549.02712,19408.67053,18860.48072,20146.96162,21308.21578,22527.00105,22959.20176,24012.82509,24164.95968,24864.03924,25935.13952,27480.95492,28848.10085,27277.86229,29057.54059,33433.6174
North America,NAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,32212.67529,33862.62611,35650.12322,36460.32577,37310.27144,38792.38218,40962.00099,43360.92832,45501.79534,47221.5147,47767.80731,46376.8032,47808.0293,49236.05772,50842.1091,52395.7477,54188.06728,55554.45921,56724.76313,58740.6449,61520.30381,63553.24975,61855.05356,68447.24625,74519.72561
Namibia,NAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4842.293128,4955.170571,5126.589643,5197.381746,5437.066064,5698.276136,6487.933446,6778.632149,7392.815403,7901.464217,8156.669375,8116.32379,8579.840767,9061.271374,9458.791173,9863.584458,10609.20988,10783.27452,10582.81823,10335.26743,10512.97531,10434.09591,9548.232948,10161.28658,11205.70608
New Caledonia,NCL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,792.6160101,775.1322482,756.755653,801.8455647,825.2389504,830.1828814,825.7364864,881.8535418,928.7961781,948.6949447,1004.08365,992.9138483,1051.090318,1057.839871,1148.395343,1118.349114,1134.741716,1138.113651,1146.010418,1155.973559,1221.952421,1269.079286,1282.577817,1309.337926,1505.242676
Nigeria,NGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2203.581774,2191.258739,2292.841832,2418.266344,2757.452332,2938.271484,3208.585866,3428.652416,3648.90381,3887.736752,4116.828423,4355.769088,4632.131313,4843.604555,4899.529196,5136.645243,5415.86121,5342.035991,5159.580444,5120.005598,5212.138871,5291.66297,5137.598402,5431.919211,5860.293736
Nicaragua,NIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2451.609655,2621.39013,2750.781425,2857.252496,2886.835154,2981.697476,3186.572767,3384.227933,3584.173159,3814.355692,3964.338081,3802.917864,3959.969226,4234.827082,4392.628883,4567.401275,4889.214186,5230.543274,5618.051771,5915.375443,5772.179023,5627.033873,5523.544581,6280.907685,6874.811829
Netherlands,NLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,27709.61439,29268.5361,31876.9544,33186.52627,34447.20532,34151.35354,35809.9829,37625.56171,41011.15264,43944.71378,46420.20168,44557.39386,45041.58371,46599.02103,47272.10302,49241.51784,49233.2154,50288.59139,52288.41508,55088.6338,57826.6285,60208.42217,59822.95427,63369.02738,69577.40458
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28199.28267,30573.73422,36988.9288,37829.55904,38056.24043,38684.52461,42671.96489,47966.86401,54366.00639,56175.65609,62072.75399,55620.83798,58226.71392,62460.09082,65774.35207,67377.92623,66332.46144,60737.88681,59280.1992,64589.55592,70253.84637,69916.37683,65130.17219,81866.79519,114898.7599
Nepal,NPL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1185.692931,1232.5876,1315.970632,1387.797809,1390.169491,1453.408173,1543.018878,1629.159253,1720.62604,1814.095163,1949.504079,2039.905054,2153.126406,2264.329511,2474.08355,2656.358829,2887.631573,2931.620495,2925.532146,3495.5288,3808.722114,4088.421359,3972.515323,4252.375175,4725.041244
Nauru,NRU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,4206.658838,4004.879692,3785.901955,3626.457799,6112.706849,5784.692384,5755.290157,6426.368965,8465.943071,8795.198673,10090.95787,9404.410202,10032.5232,9359.986725,10134.27677,10976.39481,11418.55934,12126.58875,13117.99436
New Zealand,NZL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19319.09049,20579.36592,21501.99843,22526.42478,23306.27954,23990.07928,25103.31711,25677.41908,27732.75555,29332.49916,29827.14255,30679.0352,31224.74899,32701.3786,32988.60976,36242.62123,37293.35679,37479.68298,39933.57444,42204.74574,42507.42881,45852.42302,45554.93294,48443.87301,51966.86258
OECD members,OED,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22376.10634,23240.60669,24669.03331,25435.05882,26218.87468,26996.71498,28427.0283,29759.72359,31731.62483,33279.67428,34155.60097,33228.58274,34501.93143,35936.86754,36907.49781,38203.00411,39306.34768,40410.32701,41770.39059,43369.09798,45063.54233,46637.38407,45276.96156,48943.37148,53854.01866
Oman,OMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,36711.95949,36821.77077,39581.10022,41745.80645,41423.69968,40641.55946,41633.93375,43198.02195,46090.09979,48588.55876,52665.02527,55272.62223,53255.60642,50267.64686,50308.46282,47520.07375,44573.97419,36449.08849,33800.29205,34218.38813,35034.58586,35248.2074,34952.16348,37842.83976,41724.3388
Other small states,OSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,10979.89885,11546.72731,12100.9901,12677.857,14019.28797,14969.54436,16822.81398,18611.10007,20093.8688,20321.76439,22011.18759,23836.84569,24956.86583,25198.71977,24952.76032,21219.68707,20685.94329,22119.84061,22728.93514,23395.37966,22240.19384,23832.74306,26345.6675
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2576.555869,2632.174972,2721.480548,2793.965213,2836.617371,2993.446497,3232.708978,3475.586614,3715.387499,3915.452683,3970.971281,4018.992583,4040.590849,4149.384358,4189.268563,4302.063747,4474.062166,4652.609874,4733.546102,4891.719774,5236.364249,5376.284117,5284.664584,5773.450917,6437.162663
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8219.35964,8491.168043,8745.173627,8819.342918,8980.525416,9361.077203,10138.78845,10996.59285,12087.4644,13646.45312,15000.63929,15009.32364,15789.82942,17624.98339,19441.13066,21646.1031,23807.68731,26316.92455,28918.98814,31638.15192,33034.75138,34178.9238,28096.61231,33563.66061,39279.67538
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4776.20582,4834.647834,5000.778712,5076.387272,5373.09604,5647.669109,6027.773555,6548.048287,7198.505639,7961.296296,8791.258632,8881.925515,9664.271272,10400.94848,10679.79775,11196.37773,11410.32919,11481.46456,11933.60033,12442.74646,13001.46125,13275.28157,11813.98844,13830.57026,15047.51833
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3215.258639,3292.028743,3437.108698,3545.85068,3658.689755,3842.346618,4121.951561,4375.79507,4661.962612,5005.591015,5224.590999,5236.977571,5587.066137,5818.593668,6244.177924,6559.712776,6905.113046,7122.724735,7614.773193,8001.75648,8566.84956,9102.189238,8208.669386,8933.133766,10133.19589
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,9631.958662,10429.31746,10958.27454,10794.10974,11606.34052,12491.99365,12963.79523,13760.69627,13396.34712,12778.30064,13159.73357,14566.68956,15334.54162,15193.89534,16460.48991,17880.5766,18022.44262,17594.99385,18010.20454,18352.46726,16846.08762,15211.87381,
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2297.030108,2291.227116,2207.154102,2178.908925,2136.57377,2153.3938,2198.396023,2334.890552,2457.951525,2637.961804,2599.123255,2709.805326,2930.769648,2938.249398,3046.783671,3133.190249,3530.499072,3704.96272,3851.264927,3967.016196,3957.928658,4115.37039,3951.24593,4049.902305,4446.617938
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9487.972128,10040.89838,10674.18236,11121.85163,11804.26626,12289.08262,13353.75507,13896.79338,15151.36172,16804.96406,18303.35292,19240.13434,20889.75531,22658.37732,23589.14757,24319.88029,25316.33154,26822.66425,28165.83655,29958.12071,32027.60273,34976.04445,35315.71726,38134.83339,43268.54371
Pre-demographic dividend,PRE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1875.676951,1946.730334,2058.230874,2135.588463,2195.876262,2110.596924,2388.117159,2529.211909,2691.010035,2846.509399,3000.388948,3066.924568,3208.253972,3316.998395,3374.472525,3513.94534,3601.414051,3418.579233,3408.959486,3495.226744,3573.309701,3654.198979,3512.843632,3678.828704,3993.719017
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20478.15326,21776.69047,22935.20288,24879.21758,25465.67357,25965.87902,28989.62829,29346.92352,29952.63636,30582.98731,30774.76017,30533.38344,30928.79093,31824.15484,32582.62241,33172.67126,33682.85003,34016.02235,34346.86733,34363.74599,35045.83596,36268.24334,34254.93597,36156.64661,40497.57684
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16687.45083,17718.15157,18880.31493,19528.64083,20356.6473,20852.14703,21477.95324,22725.27749,24681.1381,25736.35002,26665.8373,26459.1641,27260.55351,26769.51189,26438.0163,27936.03966,28742.44038,29660.89607,31607.75424,33044.71674,34928.54353,37299.28777,34955.70549,36638.01897,41451.61487
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7191.823537,7046.721298,6905.251941,6884.074506,6890.741252,7238.952804,7644.806732,7963.716614,8514.231358,9126.942685,9809.754936,9747.690257,10833.90104,11384.37218,10861.36023,11992.08303,12411.30209,12436.23468,13024.14989,13604.17472,14181.42515,14186.92718,14063.2737,15091.3251,15977.31165
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2851.449383,3052.078808,2782.160554,2514.878481,2178.701096,2469.183634,3013.3813,3371.513879,3354.098695,3485.041614,3712.204098,3950.2413,4120.271088,4494.731323,5255.825609,5371.6871,5510.13293,5954.400784,6305.391803,6401.740891,6470.10354,6510.325436,5705.155021,6224.656776,6756.783285
Pacific island small states,PSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3506.797566,3708.807101,3678.701031,3762.851279,3865.300505,3962.88854,4191.998629,4359.822523,4532.643787,4602.820427,4726.85341,4667.496504,4837.701689,5058.730597,5269.755522,5534.191329,6200.016816,6601.878657,6759.021322,7093.457854,7411.84407,7505.662107,6585.328431,6510.457548,7548.07022
Post-demographic dividend,PST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,24283.77117,25337.38484,26938.067,27907.09146,28863.8252,29812.97546,31430.53897,32959.78633,35087.16672,36821.53807,37761.76686,36694.84029,38037.13051,39472.34828,40523.84778,42000.98871,43101.98171,44193.24652,45683.78105,47498.6026,49502.689,51413.03849,49920.84065,54050.75325,59180.91903
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,88707.29419,89675.055,92911.48311,93630.20531,110286.9632,112073.1006,121877.5941,121689.4537,124470.952,125789.1041,143070.2105,157255.3942,163219.492,158675.8127,143332.9077,98787.37849,84998.46792,92177.59594,93660.40729,94693.07726,94005.35835,102469.9676,114648.0316
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5544.554779,5596.447063,5848.877956,6519.707196,7162.365778,7560.294984,8990.399097,9602.104759,11554.97089,13701.64334,16782.19301,16632.78266,17355.85141,18802.95232,19809.18751,19677.10766,20632.22127,21624.52338,23904.70386,26943.34774,29568.18681,33066.60951,33336.1811,36277.3242,41887.9219
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5465.056152,5914.326172,6825.391602,7361.36377,8037.474609,9254.537109,10226.7666,11822.34668,14912.23438,16648.24219,20163.60938,19389.94141,20490.12695,22798.67383,24303.47266,26073.875,25761.64844,24085.32422,24128.08594,25926.44336,28821.26172,30067.74023,30011.57422,34043.30469,36484.67969
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,539.0793796,563.704947,616.9980805,674.9441149,762.140617,776.157729,834.5458257,916.9803069,1005.344979,1081.793076,1193.169753,1242.598907,1315.032822,1412.479018,1449.60243,1503.840881,1664.857554,1763.093818,1842.048738,1934.972955,2098.968854,2283.579862,2182.388201,2469.211991,2792.421625
South Asia,SAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1892.180959,2024.373483,2113.339823,2214.554147,2285.668479,2454.506912,2663.580595,2905.621718,3172.746772,3442.148597,3568.440278,3785.495978,4056.729743,4288.040999,4615.655819,4802.953168,4983.361313,5198.516804,5519.281243,5826.932931,6271.209444,6561.123168,6270.025168,7019.517815,7931.137897
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,38104.05429,36236.23153,38164.99057,37612.28615,36239.67026,40172.81747,43572.48822,46012.76165,46862.72202,47129.53069,49106.00082,46624.80974,47999.00814,53049.873,54696.2153,53883.87883,54356.17015,48173.84451,45602.60398,47551.85952,48861.1878,49018.9099,47278.69302,51406.97637,59065.00464
Sudan,SDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2534.319824,2586.206543,2732.028564,2892.32251,3030.687012,3198.496582,3360.796143,3558.002197,3789.271729,3985.380371,4086.007324,3876.257813,3954.468994,4293.562012,3917.820557,3953.738037,4544.037109,4519.487305,4813.868652,4613.950195,4453.767578,4308.421387,4091.842285,4083.975098,4216.024902
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1845.144716,1943.17985,2016.430921,2100.1589,2083.42887,2188.880041,2293.924038,2405.907614,2472.756369,2543.524756,2618.327075,2636.115311,2684.494063,2702.261062,2774.647024,2780.113684,2872.119811,3017.350576,3126.431885,3259.19258,3449.84793,3575.974691,3574.016928,3874.945158,4208.964979
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,37557.02522,39943.71835,43775.87265,43104.28273,45080.26634,48774.72472,54377.34385,58814.91445,64054.27086,68793.70978,67718.4183,66212.31751,75389.76818,80052.3915,82064.96119,83001.7878,84423.19134,86974.74762,89495.01545,95334.14557,100642.7522,102630.9331,100226.3685,118887.8221,127564.5566
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1833.108233,1801.001716,1539.380286,1414.549848,1364.262744,1448.345137,1565.615678,1695.070985,1779.325441,1851.929713,1960.73484,1984.322048,2151.920456,2303.042989,2344.657949,2447.577162,2459.601194,2462.833156,2561.138317,2625.13453,2696.641017,2727.894532,2607.481827,2645.34556,2654.09111
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,649.2918644,641.7794039,683.3500873,617.6212588,749.9219154,804.2633009,850.3681806,891.0598544,937.0499156,1016.499938,1065.10659,1076.47129,1129.798036,1190.098461,1385.227367,1721.257378,1756.728336,1567.982054,1641.301968,1593.515322,1649.036342,1726.069487,1675.212571,1781.930343,1931.067331
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4166.602621,4288.42187,4409.2674,4525.771821,4650.60102,4804.175569,4969.753359,5262.382202,5663.816375,5915.484123,6133.068229,6020.707281,6198.251029,6542.94498,6622.574629,6966.572241,7332.904449,7712.372705,8174.474125,8617.921708,9024.051422,9405.70362,8760.296904,10142.55098,11096.2132
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,47910.60172,52165.78583,53658.77317,56843.35565,56596.02823,58623.52918,61871.18163,64439.64094,67933.92514,73713.83913,73952.63184,65973.61114,62015.69867,56456.30009,52759.38334,52290.90193,54688.305,55117.61929,56893.47223,58201.5271,60314.0019,62623.90481,59521.38299,67982.97051,
Somalia,SOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,824.8161328,939.6101818,1086.16498,1127.866195,1059.143932,1124.901243,1186.561967,1190.56943,1254.340664,1364.101691
Serbia,SRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5997.438917,5528.760033,6019.914888,6483.012114,7224.61832,7646.134655,8487.645206,9181.688301,10207.72293,11237.49744,12632.08198,12534.66564,12798.15536,13746.91302,13933.83062,14629.02764,14659.61688,14928.43681,15858.01082,16611.04793,17717.99113,19404.92844,19557.57637,21647.32931,23911.20122
Sub-Saharan Africa (excluding high income),SSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2017.15082,2040.167386,2104.279473,2185.489104,2293.42404,2373.116094,2528.558661,2692.028293,2865.697573,3039.597885,3172.593874,3198.232109,3333.559551,3455.989851,3447.649953,3583.037238,3742.221322,3731.14835,3756.278951,3801.189061,3899.247831,3973.463169,3847.13704,4086.996457,4420.943422
South Sudan,SSD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,2884.610804,2915.534161,2957.196538,2730.005127,1435.679233,1957.284349,1407.699028,1181.931603,,,,,,,
Sub-Saharan Africa,SSF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2018.598979,2041.625569,2105.800348,2186.958295,2294.880301,2374.458422,2529.84371,2693.449951,2867.270231,3041.325035,3174.234189,3199.788143,3335.155916,3457.762066,3449.429841,3584.800713,3744.16982,3733.053583,3758.335272,3803.309387,3901.449787,3975.766373,3849.195396,4089.216009,4423.488813
